id_contrato,text,label_text,label
CO1.PCCNTR.9776988,PRESTAR POR SUS PROPIOS MEDIOS Y AUTONOMIA ADMINISTRATIVA LOS SERVICIOS ASISTENCIALES PARA EL FORTALECIMIENTO DE LOS PARQUES MANTENIDOS,REQUIERE_REVISION,0
CO1.PCCNTR.6292473,PRESTAR POR SUS PROPIOS MEDIOS Y AUTONOMÍA ADMINISTRATIVA LOS SERVICIOS PERSONALES DE APOYO A LA GESTION EN LOS PROCESOS DE LA SECRETARIA DE EDUCACION MUNICIPAL DE YUMBO; PARA EL MEJORAMIENTO DE LA PRESTACION DEL SERVICIO EDUCATIVO EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DEL MUNICIPIO DE YUMBO VAL,REQUIERE_REVISION,0
CO1.PCCNTR.8588359,ADECUACIÓN; MANTENIMIENTO Y AMPLIACIÓN DE LA SEDE JUDICIAL DE PUERTO NARIÑO AMAZONAS,SUFICIENTE,1
CO1.PCCNTR.9246966,Asesoría legal especializada en derecho laboral individual y derecho laboral colectivo del trabajo,SUFICIENTE,1
CO1.PCCNTR.5041424,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN EN LA SUBDIRECCION JURIDICA CONSISTENTE EN LA REVISIÓN; ORGANIZACIÓN Y FOLIACIÓN DEL ARCHIVO DE LA OFICINA JURIDICA DE ACUERDO A LA TABLA DE RETENCIÓN DOCUMENTAL Y EN CONCORDANCIA CON EL SISTEMA DE GESTION INTEGRAL DE CALIDAD,SUFICIENTE,1
CO1.PCCNTR.4092804,Prestar servicios profesionales a la gestión administrativa y/o asistencial  dentro de los diferentes procesos y procedimientos de la SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE E.S.E. de acuerdo al requerimiento institucional y en el marco del Convenio Interadministrativo No. 3015778.,REQUIERE_REVISION,0
CO1.PCCNTR.1791911,El arrendador se obliga para con la FISCALIA GENERAL DE LA NACION - SUBDIRECCION REGIONAL DE APOYO EJE CAFETERO; entregar en calidad de arrendamiento el inmueble ubicado en la Carrera 13 N° 16-26 de la ciudad de Armenia Quindío para el funcionamiento de la Entidad. PARÁGRAFO: El área del inmueble co,SUFICIENTE,1
CO1.PCCNTR.3881027,CONTRATAR LOS ESTUDIOS Y DISEÑOS PARA LA CONSTRUCCIÓN DE UN PATINÓDROMO EN EL CORREGIMIENTO DE CHICORAL MUNICIPIO DE EL ESPINAL; TOLIMA.,SUFICIENTE,1
CO1.PCCNTR.7173631,PRESTACIÓN DE SERVICIOS COMO INTERMEDIARIO DE SEGUROS LEGALMENTE ESTABLECIDO EN COLOMBIA; POR EL MANEJO DE INTERMEDIACIÓN DEL PROGRAMA DE SEGUROS DE LA E.S.E HOSPITAL DEPARTAMENTAL SAN ANTONIO DE MARMATO; CALDAS,SUFICIENTE,1
CO1.PCCNTR.5561711,"AUNAR ESFUERZOS ENTRE EL INSTITUTO NACIONAL DE VIAS Y LA JUNTA
DE ACCIÓN COMUNAL VEREDA PIRGUATA DEL MUNICIPIO DE VIRACACHA;
DEPARTAMENTO DE BOYACA PARA EL MEJORAMIENTO VIAL EN EL MARCO
DEL PROGRAMA DE CAMINOS COMUNITARIOS PARA LA PAZ TOTAL",SUFICIENTE,1
CO1.PCCNTR.5255427,REALIZACIÓN DE CAMPAÑAS ENCAMINADAS A LA PREVENCIÓN Y REDUCCIÓN DEL CONSUMO DE ALCOHOL Y SUSTANCIAS PSICOACTIVAS; LA VIOLENCIA INTRAFAMILIAR; LA VIOLENCIA SEXUAL Y/O DE GÉNERO CON ÉNFASIS EN NIÑOS; NIÑAS Y ADOLESCENTES EN EL MUNICIPIO DE VILLA DE LEYVA PARA LA VIGENCIA 2023,SUFICIENTE,1
CO1.PCCNTR.6827285,AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS Y FINANCIEROS PARA LLEVAR A CABO LA REALIZACIÓN DEL EVENTO RECREATIVO Y DE ACTIVIDADES DEPORTIVAS NO CONVENCIONALES EN OCASIÓN DE LA CELEBRACIÓN DE LAS XXVII FIESTAS DE LA CABUYA Y EL PAISAJE CULTURAL CAFETERO EN EL MUNICIPIO DE ARANZAZU; CALDAS.,SUFICIENTE,1
CO1.PCCNTR.4391079,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO TECNÓLOGA EN REGENCIA DE FARMACIA EN LA E.S.E HOSPITAL SANTA TERESITA DE PÁCORA Y SUS ÁREAS DE INFLUENCIA.,REQUIERE_REVISION,0
CO1.PCCNTR.4936521,ADQUISICIÓN; INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO; A TODO COSTO; DE CUARTOS FRÍOS PARA EL CACOM-6.,SUFICIENTE,1
CO1.PCCNTR.1878935,Compra de elementos de alojamiento y campaña para dotar a los emprendimientos comunitarios que conforman la cadena de valor del ecoturismo y artesanías; prestadores de servicios de interpretación del patrimonio; alojamiento; restaurante y transporte fluvial en las comunidades de Mocagua y San Martín,SUFICIENTE,1
CO1.PCCNTR.8895596,"DP00-3202056-5-029Prestar servicios profesionales con plena
autonomía técnica y administrativa en la Dirección Territorial Pacífico para
adelantar procesos de comunicación y educación ambiental con actores
priorizados y vinculados a la gestión territorial de las áreas protegidas
adscritas; en el mar",SUFICIENTE,1
CO1.PCCNTR.4996383,ENTREGAR A TÍTULO DE COMODATO A  LA CORPORACION HUELLAS DE AMOR PARA TU VIDA -CORHUELLAS; EL INMUEBLE UBICADO EN LA UBICADO EN LA CARRERA 15 11C 172 D 11E K 16 11E 31 BARRIO LAS TORRES; DEL MUNICIPIO DE FLORENCIA CAQUETÁ; IDENTIFICADO CON LA  MATRICULA INMOBILIARIA NO. 4206872; PARA EL FUNCIONAMIENT,SUFICIENTE,1
CO1.PCCNTR.814466,SUMINISTRO DE TIQUETES AEREOS EN DIFERENTES RUTAS NACIONALES; PARA; USUARIOS Y BENEFICIARIOS DEL SUBSISTEMA DE SALUD DE LA POLICIANACIONAL  EN CONDICIÓN DE PACIENTES   ACOMPAÑANTE EN EL CASO QUE SE REQUIERA Y FUNCIONARIOS DEL AREA SANIDAD NARIÑO DE LA POLICIA NACIONAL,SUFICIENTE,1
CO1.PCCNTR.4247129,ADQUISICIÓN DE ELEMENTOS DE ASEO PERSONAL PARA LA POBLACIÓN PRIVADA DE LA LIBERTAD Y LOS JOVENES BAJO EL SISTEMA DE RESPONSABILIDAD PENAL PARA ADOLESCENTES EN EL DEPARTAMENTO DE CASANARE,SUFICIENTE,1
CO1.PCCNTR.1719631,Prestar servicios profesionales a la Dirección de Cultura Ciudadana para apoyar la formulación; implementación y seguimiento de los proyectos de Transformación Cultural relacionados con la línea comportamiento; cultura y salud,SUFICIENTE,1
CO1.PCCNTR.3061550,Suministro de Equipo de Protección Personal para el personal de la Institución Universitaria Pascual Bravo y colaboradores adscritos.   Alcance: Satisfacer las necesidades de equipo de protección personal para el personal de la Institución Universitaria Pascual Bravo y colaboradores adscritos.,SUFICIENTE,1
CO1.PCCNTR.3419598,PRESTACION DE SERVICIOS DE APOYO ADMINISTRATIVO EN LA OFICINA DE GESTION DE RENTAS DEL DEPARTAMENTO DEL CESAR,REQUIERE_REVISION,0
CO1.PCCNTR.5619767,SIT-195 MANTENIMIENTO A LA PLAZA DE BOLÍVAR; PLAZOLETA SAN IGNACIO Y PILA DEL MONO DE LA CIUDAD DE TUNJA,SUFICIENTE,1
CO1.PCCNTR.5714741,Prestación de servicios de apoyo a la gestión de la entidad para el desarrollo de actividades de apoyo en el área de regencia en farmacia; dentro del marco de las competencias asignadas a la entidad.,REQUIERE_REVISION,0
CO1.PCCNTR.4562717,COMODATO COMO APOYO TECNOLOGICO DE EQUIPO SISTEMA DE INYECCION CT 9000 Y PRECALENTADOR READY BOX CONTRAST WARMER MARCA LIEBEL FLASHEIM PARA EL HOSPITAL REGIONAL DE MONIQUIRÁ E.S.E.,SUFICIENTE,1
CO1.PCCNTR.4979233,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN EN TODAS LAS ACTIVIDADES QUE REQUIERA LA SECRETARÍA DE INFRAESTRUCTURA. EN EL MARCO DE LAS ACTIVIDADES DEL PROYECTO DE INVERSIÓN DENOMINADO BP-26003017.,REQUIERE_REVISION,0
CO1.PCCNTR.4964706,ENTREGAR EN COMODATO INSTRUMENTOS MUSICALES AL MUNICIPIO  DE LA CELIA PARA GARANTIZAR EL FORTALECIMIENTO DEL SISTEMA DEPARTAMENTAL CULTURAL,SUFICIENTE,1
CO1.PCCNTR.8469657,AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS Y FINANCIEROS PARA EL MEJORAMIENTO DE LA VÍA QUE CONDUCE DEL CASCO URBANO HACIA LA VEREDA NUTRIAS SECTOR LA Y MUNICIPIO DE SUSA CUNDINAMARCA,SUFICIENTE,1
CO1.PCCNTR.3579128,AUNAR ESFUERZOS PROFESIONALES; TÉCNICOS; ADMINISTRATIVOS Y FINANCIEROS PARA PROMOCIONAR AL MUNICIPIO DE PROVIDENCIA Y SANTA CATALINA ISLAS COMO DESTINO TURÍSTICO A TRAVÉS DE SU PARTICIPACIÓN EN LA VITRINA TURÍSTICA DE ANATO,SUFICIENTE,1
CO1.PCCNTR.4092898,CONTRATO DE ARRENDAMIENTO No. 32 DE TESALIA HUILA,REQUIERE_REVISION,0
CO1.PCCNTR.9175604,170 Prestar servicios profesionales para asesoría y acompañamiento al director ejecutivo y al Comité De Expertos de la Comisión de Regulación de Energía y Gas; en relación con los proyectos de ley que se tramiten en el Congreso de la República,SUFICIENTE,1
CO1.PCCNTR.3903128,El IDARTES se compromete a gestionar las solicitudes de Permiso Unificado de Filmaciones Audiovisuales - PUFA y conceder a AGORA ENTERTAINMENT S.A.S el uso y aprovechamiento económico de los espacios públicos para filmaciones audiovisuales registrados y aprobados en el Sistema Único para el Manejo y,SUFICIENTE,1
CO1.PCCNTR.6381268,El objeto del Acuerdo Marco corresponde a: (i)Seleccionar los proveedores para la adquisición y entrega de la Dotación para la Infraestructura Educativa y (ii) definir las condiciones para la contratación de la adquisición y entrega de la Dotación para la Infraestructura Educativa por parte de las E,SUFICIENTE,1
CO1.PCCNTR.9654122,PRESTACIÓN DE SERVICIOS COMO AUXILIAR DE ENFERMERÍA ÁREA RURAL PARA REALIZAR ACTIVIDADES INTRA Y EXTRA MURAL DE ATENCIÓN PRIMARIA EN SALUD EN EL MUNICIPIO DE SOACHA EN EL MARCO DE LAS NORMAS VIGENTES; MEDIANTE LA IMPLEMENTACIÓN DE EQUIPOS BÁSICOS DE SALUD EN EL CONTEXTO DE LAS ACCIONES DE PROMOCIÓN,SUFICIENTE,1
CO1.PCCNTR.2335511,Prestar servicios profesionales al Grupo Interno de Gestión del Talento Humano de la Dirección Administrativa y Financiera en el desarrollo de estrategias de divulgación de información sobre las actividades del grupo y la verificación y actualización de información en los sistemas que utiliza para a,SUFICIENTE,1
CO1.PCCNTR.4273447,El arrendamiento de los inmuebles ubicados en la Calle 19 No. 8-34 Piso 10; Oficinas 1005 y 1006 del Edificio Corporación Financiera de Occidente; identificadas con matrículas inmobiliarias No. 290-3249 y 290-3250; para el funcionamiento de la Unidad para la Atención y Reparación Integral a las Víct,SUFICIENTE,1
CO1.PCCNTR.5877173,Prestar sus servicios profesionales a la Oficina Asesora Jurídica en la solicitud de insumos; seguimiento y proyección de respuestas a los requerimientos asignados por el supervisor del contrato o por el jefe de la Oficina Asesora Jurídica.,SUFICIENTE,1
CO1.PCCNTR.639601,SUMINISTRO DE ALIMENTO (CONCENTRADO) Y MATERIAL VETERINARIO PARA EL CANINO DEL ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO EL BORDO INPEC,SUFICIENTE,1
CO1.PCCNTR.7949080,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LAS INSTALACIONES DE LA POLICÍA METROPOLITANA DE TUNJA; EL DEPARTAMENTO DE POLICIA BOYACÁ; VIVIENDAS FISCALES DE LA ESCUELA DE POLICÍA RAFAEL REYES Y DEMÁS UNIDADES ADSCRITAS A LA ORDENACIÓN DEL GASTO; A PRECIOS UNITARIOS FIJOS SIN FÓRMULA DE REAJUSTE,SUFICIENTE,1
CO1.PCCNTR.7867355,ARRENDAMIENTO DEL LOCAL No 4 UBICADO EN LA CALLE 14 No 14 - 33 DE PROPIEDAD DEL MUNICIPIO DEL SOCORRO (SANTANDER) PARA EL FUNCIONAMIENTO DE ESTABLECIMIENTO COMERCIAL,SUFICIENTE,1
CO1.PCCNTR.5688634,Adquirir pólizas de seguros,SUFICIENTE,1
CO1.PCCNTR.3201119,RESTAR LOS SERVICIOS COMO APOYO EN LA ATENCIÓN Y ACOMPAÑAMIENTO A LA POBLACIÓN VULNERABLE DENTRO DEL PROGRAMA ABITANTE DE CALLE EN LA SECRETARIA DE DESARROLLO SOCIAL Y POLÍTICO DEL MUNICIPIO DE DOSQUEBRADAS,SUFICIENTE,1
CO1.PCCNTR.5952360,PRESTACIÓN DE SERVICIOS PROFESIONALES EN LA DIVISIÓN DE IMPUESTOS DE LA SECRETARIA DE HACIENDA DISTRITAL; EN EL MARCO DEL PROYECTO DE INVERSION IMPLEMENTACION DE ESTRATEGIAS PARA EL MEJORAMIENTO Y SOSTENIBILIDAD DE LAS FINANZAS EN EL DISTRITO DE CARTAGENA DE INDIAS,REQUIERE_REVISION,0
CO1.PCCNTR.6567055,SUMINISTRO DE INSUMOS MEDICO QUIRURGICOS PARA TODAS LAS AREAS,SUFICIENTE,1
CO1.PCCNTR.6622858,PRESTACIÓN DE SERVICIOS PROFESIONALES EN EL MARCO DEL PROYECTO FORTALECIMIENTO DE LAS ESTRATEGIAS DE SALUD PARA LA POBLACIÓN EN POBREZA EXTREMA CARTAGENA DE INDIAS DENTRO DEL PROGRAMA QUE ESTABLECE EL ACUERDO 014 DE 2011 DENOMINADO SALUD PARA LA SUPERACIÓN DE LA POBREZA EXTREMA DEL PLAN DE EMERGENCI,REQUIERE_REVISION,0
CO1.PCCNTR.8391082,SUMINISTRO DE INSUMOS MÉDICO QUIRÚRGICOS PARA LA OPORTUNA PRESTACIÓN DE LOS SERVICIOS EN LAS IPS´S ADSCRITAS A RED SALUD CASANARE E.S.E.,SUFICIENTE,1
CO1.PCCNTR.9146928,CTP-074 PRESTAR SERVICIOS PROFESIONALES COMO COORDINADOR DE MUSEOGRAFÍA Y MANAGER DE EXHIBICIONES DE LA CASA MUSEO DEL FUNDADOR GONZALO SUÁREZ RENDÓN,REQUIERE_REVISION,0
CO1.PCCNTR.8178587,Prestación de servicios profesionales para el apoyo en la revisión y análisis del enfoque educativo en las políticas de paz; con el fin de fortalecer las actividades de control político de la Comisión Legal de Paz; realizando seguimiento al Ministerio de Educación Nacional,SUFICIENTE,1
CO1.PCCNTR.8383128,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO ABOGADO DENTRO DEL PROYECTO DE FORTALECIMIENTO INSTITUCIONAL PARA EL DESARROLLO DE POLITICAS; PROGRAMAS Y PROYECTOS DE LA GOBERNACIÓN DEL VALLE DEL CAUCA.,REQUIERE_REVISION,0
CO1.PCCNTR.4179419,ACTIVIDADES DE PODA PARA EL DESPEJE DE LUMINARIAS Y REDES QUE INTERFIEREN CON EL ALUMBRADO PUBLICO Y TALA DE ÁRBOLES Y MANEJO INTEGRAL DEL COMPONENTE ARBÓREO EN EL ESPACIO PÚBLICO; DEL MUNICIPIO DE BUCARAMANGA,SUFICIENTE,1
CO1.PCCNTR.768265,PRESTAR SERVICIOS PERSONALES COMO AUXILIAR DE APOYO EN TEMAS ARCHIVÍSTICOS; PARA REALIZAR OPORTUNAMENTE EL CONTROL A LA DOCUMENTACIÓN; GARANTIZANDO EL NORMAL FUNCIONAMIENTO DE LOS PROCEDIMIENTOS DE LAS DEPENDENCIAS EN LA VENTANILLA DE LA SEDE ADMINISTRATIVA; EN EL MARCO DEL PROYECTO 1106,SUFICIENTE,1
CO1.PCCNTR.8801025,Prestar el servicio de médico de psiquiatría en el programa de fortalecimiento de la Atención Primaria en Salud a través de la conformación y operación de equipos básicos de salud; para la E.S.E Hospital Departamental Tomas Uribe Uribe.,REQUIERE_REVISION,0
CO1.PCCNTR.9590891,Dotación de equipo tecnológico para las aulas de sistemas de la Institución Educativa,SUFICIENTE,1
CO1.PCCNTR.5821729,acompañamiento como arquitecta a la secretaría de obras públicas para apoyar la coordinación de los procesos técnicos y administrativos que competen a esta dependencia. vigencia 2024.,SUFICIENTE,1
CO1.PCCNTR.294411,Prestar los servicios profesionales a la Corporación Autónoma Regional de Risaralda para la coordinación y realización de las acciones y actividades relacionadas con los aspectos sociales previstas en el marco del Convenio Carder (No. 317/2017) - MADS (No. 512/2017) Otro Si número 1 Año 2 de ejecuci,REQUIERE_REVISION,0
CO1.PCCNTR.9777390,BRINDAR SERVICIOS DE APOYO A LA GESTIÓN EN DISEÑO GRÁFICO Y COMUNICACIÓN VISUAL PARA LA PROMOCIÓN DE LA PARTICIPACIÓN CIUDADANA EN EL MUNICIPIO DE PUERTO GAITÁN,SUFICIENTE,1
CO1.PCCNTR.6373005,PRESTACIÓN DE SERVICIOS PROFESIONALES EN EL MARCO DEL PROGRAMA DE SALUD OCUPACIONAL DE LA DIRECCIÓN ADMINISTRATIVA DE TALENTO HUMANO DE LA ALCALDÍA MAYOR DE CARTAGENA DE INDIAS,REQUIERE_REVISION,0
CO1.PCCNTR.6822828,PRESTACION DE SERVICIOS DE APOYO A LA GESTIÓN PARA BRINDAR APOYO Y ACOMPAÑAMIENTO A EDUBAR S.A. DURANTE LA EJECUCIÓN DEL PROYECTO PARA LA CONSTRUCCIÓN DEL SISTEMA DE ACUEDUCTO REGIONAL DEL NORTE DEL DISTRITO DE BARRANQUILLA Y EL MUNICIPIO DE PUERTO COLOMBIA; DEPARTAMENTO DEL ATLÁNTICO,REQUIERE_REVISION,0
CO1.PCCNTR.2606776,ADECUACIÓN Y MEJORAMIENTO DE PARQUES Y ESPACIO PÚBLICO DEL MUNICIPIO DE BUCARAMANGA; SANTANDER. GRUPO 5,SUFICIENTE,1
CO1.PCCNTR.385782,Prestar servicios Profesionales especializados a la gestión administrativa y/o asistencial en el area de medicina interna; dentro de los diferentes procesos y procedimientos de la SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE E.S.E. de acuerdo al requerimiento institucional.,REQUIERE_REVISION,0
CO1.PCCNTR.8039796,ADQUISICION DE POLIZAS DE VIDA PARA LOS CONCEJALES; PERSONERO Y ALCALDE ASI COMO LAS POLIZAS Y SOAT PARA LOS VEHICULOS DEL MUNICIPIO DE SAN MARTIN - CESAR,SUFICIENTE,1
CO1.PCCNTR.8555885,AUNAR ESFUERZOS ADMINISTRATIVOS Y TÉCNICOS QUE PERMITAN DESARROLLAR DE MANERA CONJUNTA LOS PROYECTOS O ACTIVIDADES ENCAMINADAS A MATENER; REHABILITAR Y/O RECONSTRUIR LA ESTABILIDAD DE LA ESTRUCTURA DE LA RIBERA DEL RÍO MAGDALENA Y SUS ZONAS ALEDAÑAS EN JURISDICCIÓN DEL DISTRITO DE BARRANQUILLA,SUFICIENTE,1
CO1.PCCNTR.7986499,PRESTAR SERVICIOS TÉCNICOS COMO AUXILIAR DE ENFERMERÍA PARA LA EJECUCIÓN DE ACTIVIDADES INHERENTES A LA OPERACIÓN DE LA ESTRATEGIA DE ATENCIÓN PRIMARIA EN SALUD SEGÚN RESOLUCIÓN 865 DE 2024 EXPEDIDA POR EL MSPS PARA CHAGUANI.,REQUIERE_REVISION,0
CO1.PCCNTR.1787347,Prestar los servicios Profesionales como Economista en la Secretaría de Desarrollo Económico y Competitividad Subsecretaría de Emprendimiento y Desarrollo Empresarial prestando apoyo en los diferentes procesos ligados al proyecto Fortalecimiento del emprendimiento y desarrollo empresarial a tra,REQUIERE_REVISION,0
CO1.PCCNTR.8271880,Prestar servicios profesionales en la Dirección Técnica de Gestión de Gas; realizando tareas de validación documental y seguimiento sobre aspectos comerciales y tarifarios asociados a la prestación del servicio de gas combustible; en apoyo a las funciones de inspección; vigilancia y control.,SUFICIENTE,1
CO1.PCCNTR.9508499,Prestación de servicios profesionales de apoyo a la gestión en el area asistencial como fonoaudióloga,REQUIERE_REVISION,0
CO1.PCCNTR.8750080,PROMESA DE VENTA DE UN INMUBLE con Matrícula Inmobiliaria 078-16910 con Código Predial Nacional 152990100000002280002000000000 ubicado en la vereda Resguardo Manzanos Arriba del Municipio de Garagoa,SUFICIENTE,1
CO1.PCCNTR.7572989,Prestación de servicios como contratista independiente; sin vínculo laboral por su propia cuenta y riesgo para realizar la gestion de Profesional de apoyo en ejecución del Contrato Interadministrativo No. 4600101714 de 2024; celebrado entre EL DISTRITO ESPECIAL DE CIENCIA TECNOLOGÍA E INNOVACIÓN DE,REQUIERE_REVISION,0
CO1.PCCNTR.644821,PRESTAR LOS SERVICIOS PROFESIONALES EN EL MARCO DE LA ESTRATEGIA DE POBREZA DEFINIDA POR LA ENTIDAD; PARA ADELANTAR LAS ACCIONES TENDIENTES A LA VINCULACION PROGRESIVA DE LOS HOGARES CARACTERIZADOS A LOS SERVICIOS SOCIALES DEL DISTRITO,SUFICIENTE,1
CO1.PCCNTR.2603565,LA ADQUICICION DE TERMOS TRASPORTADORES DE INMUNOBIOLOGICOS PARA LA VACUNACION OPERACIONAL CONTRA SARS-COV-2,SUFICIENTE,1
CO1.PCCNTR.8527704,GERENCIA DE RECURSOS PARA CONTRATO INTERADMINISTRATIVO DE GERENCIA POR ADMINISTRACIÓN DELEGADA PARA CONSTRUCCIÓN; ADECUACIÓN; REMODELACIÓN; MANTENIMIENTO Y MEJORAMIENTO DE ALGUNOS BIENES DE BENEFICIO Y USO PÚBLICO Y ALGUNOS BIENES FISCALES DEL MUNICIPIO DE DOSQUEBRADAS; RISARALDA,SUFICIENTE,1
CO1.PCCNTR.975925,Adquisición de UNIFORME No. 3 MUJER; UNIFORME No. 3 HOMBRE y CALCETIN PARA USO CON ZAPATO,SUFICIENTE,1
CO1.PCCNTR.6409515,AUNAR ESFUERZOS PARA ADELANTAR ACCIONES CONJUNTAS EN LA DISMINUCION DE LOS RIESGOS ASOCIADOS A LA POBLACION INFANTIL Y JUVENIL EN EL MUNICIPIO DE BOJACA; CON LA IMPLEMENTACION DE UN PROGRAMA DE JORNADA ESCOLAR COMPLEMENTARIA; EN LA MODALIDAD DE BILINGUISMO MEDIANTE LOS PROCESOS DE APRENDIZAJE DEL IN,SUFICIENTE,1
CO1.PCCNTR.8149277,profesional especializado de apoyo,REQUIERE_REVISION,0
CO1.PCCNTR.7641531,CE_2025_DRA_BDC_TH_TU_IINT Prestación de servicios de apoyo a la gestión para la recolección de información de todas las unidades económicas en su área asignada; registrándola en las DMCTABLETAS y diligenciando el cuestionario digital del Censo Económico Nacional Urbano (CENU). Asimismo; deberá real,SUFICIENTE,1
CO1.PCCNTR.8594184,MANTENIMIENTO DE LA INFRAESTRUCTURA FÍSICA DEL ALMACÉN MUNICIPAL UBICADO EN EL BARRIO JORDÁN - PARAÍSO CALLE 37A NO. 19C-26 DEL MUNICIPIO DE VILLAVICENCIO,SUFICIENTE,1
CO1.PCCNTR.5228084,Suministro de insumos ; materiales y medicamentos para el funcionamiento de la entidad.,SUFICIENTE,1
CO1.PCCNTR.685036,SUMINISTRO DE MATERIAL DE OSTEOSINTESIS,SUFICIENTE,1
CO1.PCCNTR.6678162,CONTRATO DE ARRENDAMIENTO DE BIEN INMUEBLE DE PROPIEDAD DEL MUNICIPIO DE BARBOSA.,SUFICIENTE,1
CO1.PCCNTR.3709557,ESTUDIOS HIDROLÓGICOS;HIDRÁULICOS Y GEOTÉCNICOS DE DETALLE CON ZONIFICACIÓN DE AMENAZAS QUE INCLUYEN EL DISEÑO DE OBRAS DE MITIGACIÓN EN VEGALARGA MUNICIPIO DE NEIVA-HUILA,SUFICIENTE,1
CO1.PCCNTR.7871306,PRESTACIÓN DE SERVICIOS PROFESIONALES; TECNICOS Y/O DE APOYO A LA GESTIÓN COMO PSICOLOGO(A) QUE REQUIERE EL DISPENSARIO MÉDICO DE MEDELLÍN PARA LA REGIONAL No. 7 DE SANIDAD MILITAR; VIGENCIA 2025 (BAEEV8),REQUIERE_REVISION,0
CO1.PCCNTR.2476116,COMPRA DE ELEMENTOS CON DESTINO A LAS PERSONAS PRIVADAS DE LA LIBERTAD EN CUMPLIMIENTO DEL FALLO DE TUTELA 2021-0009.,REQUIERE_REVISION,0
CO1.PCCNTR.664885,SUMINISTRO DE COMBUSTIBLE PARA LOS VEHICULOS UTILIZADOS PARA EL TRANSPORTE DEL PERSONAL INTERNO DEL ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE PUERTO BOYACA;,SUFICIENTE,1
