id_contrato,text,label,label_text,pred_label,pred_text,prob_revision,prob_suficiente,confianza,correcto
CO1.PCCNTR.4152405,INTERVENTORÍA TÉCNICA; FINANCIERA; ADMINISTRATIVA; AMBIENTAL; JURÍDICA Y CONTABLE AL CONTRATO DE MANTENIMIENTO Y REPARACIÓN DE LAS INSTALACIONES DEL BIEN INMUEBLE PROPIEDAD DEL IDEA; UBICADO EN LA KRA 29 # 37- 65 BARRIO SANTA LUCÍA ZONA URBANA DEL MUNICIPIO DE NECHÍ,1,SUFICIENTE,1,SUFICIENTE,0.1480472,0.85195273,0.85195273,True
CO1.PCCNTR.2603565,LA ADQUICICION DE TERMOS TRASPORTADORES DE INMUNOBIOLOGICOS PARA LA VACUNACION OPERACIONAL CONTRA SARS-COV-2,1,SUFICIENTE,1,SUFICIENTE,0.018528797,0.98147124,0.98147124,True
CO1.PCCNTR.6827285,AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS Y FINANCIEROS PARA LLEVAR A CABO LA REALIZACIÓN DEL EVENTO RECREATIVO Y DE ACTIVIDADES DEPORTIVAS NO CONVENCIONALES EN OCASIÓN DE LA CELEBRACIÓN DE LAS XXVII FIESTAS DE LA CABUYA Y EL PAISAJE CULTURAL CAFETERO EN EL MUNICIPIO DE ARANZAZU; CALDAS.,1,SUFICIENTE,1,SUFICIENTE,0.019719128,0.9802808,0.9802808,True
CO1.PCCNTR.4323708,Prestar servicios profesionales especializados para fortalecer la ejecución de las actividades propias de la superintendencia de vigilancia y seguridad privada-SUPV543,0,REQUIERE_REVISION,1,SUFICIENTE,0.35370722,0.6462928,0.6462928,False
CO1.PCCNTR.3126224,ADQUISICION DE SOFTWARE DE SIMULACION DE NEGOCIOS SIMUL8; EN MARCO DEL PROYECTO 20-2021,1,SUFICIENTE,1,SUFICIENTE,0.18090117,0.81909883,0.81909883,True
CO1.PCCNTR.6541753,REALIZACION DE SEÑALIZACIÓN Y DEMARCACIÓN VIAL EN EL MUNICIPIO DE SANTA FE DE ANTIOQUIA,1,SUFICIENTE,1,SUFICIENTE,0.082549304,0.9174507,0.9174507,True
CO1.PCCNTR.8684008,PRESTACION DE SERVICIOS PROFESIONALES COMO APOYO EN LA OFICINA DE SUBGERENCIA ADMINISTRATIVA DE LA E.S.E HOSPITAL SAN CRISTÓBAL DE CIÉNAGA,0,REQUIERE_REVISION,0,REQUIERE_REVISION,0.89805347,0.10194652,0.89805347,True
CO1.PCCNTR.2378456,ENTREGA EN COMODATO DE UN ARÉA DEL GRUPO TÉCNICO DEL COMANDO AÉREO DE MANTENIMIENTO,0,REQUIERE_REVISION,1,SUFICIENTE,0.08269734,0.91730267,0.91730267,False
CO1.PCCNTR.8750080,PROMESA DE VENTA DE UN INMUBLE con Matrícula Inmobiliaria 078-16910 con Código Predial Nacional 152990100000002280002000000000 ubicado en la vereda Resguardo Manzanos Arriba del Municipio de Garagoa,1,SUFICIENTE,1,SUFICIENTE,0.047074176,0.95292586,0.95292586,True
CO1.PCCNTR.6631216,CONTRATO DE ARRENDAMIENTO DE UN INMUEBLE PARA EL FORTALECIMIENTO DE LOS PROGRAMAS Y PROCESOS EDUCATIVOS; ACTIVIDADES CULTURALES; DEPORTIVAS; RECREATIVAS PEDAGÓGICAS; QUE BUSCAN PROMOVER OBJETIVOS SOCIALES PARA GENERAR CONVIVENCIA; Y LA VALORACIÓN PROFESIONAL; SOCIAL Y HUMANA DE LA COMUNIDAD EDUCATIV,1,SUFICIENTE,1,SUFICIENTE,0.03085051,0.9691495,0.9691495,True
CO1.PCCNTR.4439513,Instructor: Prestar Servicios Personales Carácter Temporal Para La Formación Profesional Integral; En FORMACION REGULAR TITULADA Y COMPLEMENTARIAPara el Programa Formación INTEGRACION DE OPERACIONES LOGISTICAS,1,SUFICIENTE,1,SUFICIENTE,0.22686929,0.7731308,0.7731308,True
CO1.PCCNTR.8315248,AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS Y FINANCIEROS ENTRE EL MUNICIPIO DE CIUDAD BOLÍVAR Y LA JUNTA DE ACCIÓN COMUNAL VEREDA LA LINDA EL TRES PARA EL MEJORAMIENTO DEL CORREDOR VIAL TERCIARIO QUE CONDUCE A LA VEREDA LA LINDA; EN EL MUNICIPIO DE MUNICIPIO DE CIUDAD BOLÍVAR; ANTIOQUIA,1,SUFICIENTE,1,SUFICIENTE,0.015921684,0.9840783,0.9840783,True
CO1.PCCNTR.288653,Prestación de servicios técnicos para apoyar la gestión documental en el proceso de Adquisición de bienes y servicios y la elaboración y actualización de bases de datos de la Dirección Territorial Pacífico; en el área administrativa,1,SUFICIENTE,1,SUFICIENTE,0.3227394,0.6772606,0.6772606,True
CO1.PCCNTR.4525069,PRESTAR SERVICIOS DE APOYO A LA GESTIÓN EN EL MARCO DEL PROYECTOIMPLEMENTACIÓN DE MECANISMOS PARA LA PREVENCIÓN; PROMOCIÓN Y ATENCIÓN DE VIOLENCIAS BASADAS EN GÉNERO EN EL MUNICIPIO DE POPAYÁN 2023,0,REQUIERE_REVISION,1,SUFICIENTE,0.2961451,0.70385486,0.70385486,False
CO1.PCCNTR.1718427,CONTRATAR UN INTERMEDIARIO DE SEGUROS PARA QUE PRESTE A LA GOBERNACIÓN DEL PUTUMAYO SUS SERVICIOS DE ASESORÍA INTEGRAL PARA EL MANEJO DEL PROGRAMA DE SEGUROS REQUERIDO POR LA ENTIDAD; PARA AMPARAR SUS BIENES E INTERESES PATRIMONIALES Y AQUELLOS DE LOS QUE SEA LEGALMENTE RESPONSABLE.,1,SUFICIENTE,1,SUFICIENTE,0.14578295,0.85421705,0.85421705,True
CO1.PCCNTR.6302182,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN EN LAS DIFERENTES ACTIVIDADES EN EL CENTRO INTEGRAL DE ATENCIÓN AL CIUDADANO EN LA SUBSECRETARÍA DE LA SECRETARÍA DE EDUCACIÓN,0,REQUIERE_REVISION,0,REQUIERE_REVISION,0.63643783,0.36356217,0.63643783,True
CO1.PCCNTR.845524,Prestar servicios profesionales para programar y realizar acciones tendientes al uso de los espacios asignados y de acompañamiento pedagógico de las actividades del programa Recreación para la Infancia.,1,SUFICIENTE,1,SUFICIENTE,0.021615336,0.97838473,0.97838473,True
CO1.PCCNTR.8236140,CONTRATO DE PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN PARA APOYAR EN EL DESARROLLO DE ACTIVIDADES DE ENFERMERIA EN EL HOGAR DEL ANCIANO ARCESIO ARISTIZABAL GÓMEZ DEL MUNICIPIO DE LA TEBAIDA QUINDÍO,1,SUFICIENTE,1,SUFICIENTE,0.091301054,0.908699,0.908699,True
CO1.PCCNTR.9239745,Contratar servicios profesionales para el desempeño de las funciones de la Dirección Administrativa y de Servicio al Ciudadano; de conformidad con lo establecido en el Acuerdo No. 27 del 5 de septiembre de 2025.,0,REQUIERE_REVISION,1,SUFICIENTE,0.49554452,0.50445545,0.50445545,False
CO1.PCCNTR.9215204,PRESTACIÓN DE SERVICIOS PROFESIONALES EN LA DIVISIÓN DE IMPUESTOS DE LA SECRETARIA DE HACIENDA DISTRITAL; EN EL MARCO DEL PROYECTO DE INVERSION FORTALECIMIENTO DE LA GESTIÓN FISCAL Y FINANCIERA DEL DISTRITO DE CARTAGENA DE INDIAS,0,REQUIERE_REVISION,1,SUFICIENTE,0.46446127,0.53553873,0.53553873,False
CO1.PCCNTR.7231498,Prestar sus servicios profesionales; con plena autonomía técnica y administrativa en la Secretaria De Desarrollo Económico Y Competitividad; contemplados dentro del proyecto denominado Fortalecimiento a emprendimientos; empresarial y asociativo vigencia 2025 en el municipio de Pasto; se encuentra,0,REQUIERE_REVISION,0,REQUIERE_REVISION,0.5302802,0.4697198,0.5302802,True
CO1.PCCNTR.5561711,"AUNAR ESFUERZOS ENTRE EL INSTITUTO NACIONAL DE VIAS Y LA JUNTA
DE ACCIÓN COMUNAL VEREDA PIRGUATA DEL MUNICIPIO DE VIRACACHA;
DEPARTAMENTO DE BOYACA PARA EL MEJORAMIENTO VIAL EN EL MARCO
DEL PROGRAMA DE CAMINOS COMUNITARIOS PARA LA PAZ TOTAL",1,SUFICIENTE,1,SUFICIENTE,0.014686159,0.98531383,0.98531383,True
CO1.PCCNTR.9590891,Dotación de equipo tecnológico para las aulas de sistemas de la Institución Educativa,1,SUFICIENTE,1,SUFICIENTE,0.14270914,0.85729086,0.85729086,True
CO1.PCCNTR.9230314,1_5055_77_1_2026 Prestar servicios de apoyo técnico a la gestión como diseñador; para el acompañamiento en las actividades de diseño gráfico y funcional requeridas en el desarrollo e implementación de la plataforma tecnológica del Fondo Emprender; bajo la coordinación de la fábrica de software.,1,SUFICIENTE,1,SUFICIENTE,0.043977574,0.9560224,0.9560224,True
CO1.PCCNTR.1743548,Prestar servicios de apoyo a la divulgación; organización; monitoreo y evaluacion de los servicios institucionales para el sector empresarial y social en el centro de formacion,1,SUFICIENTE,1,SUFICIENTE,0.091544405,0.9084556,0.9084556,True
CO1.PCCNTR.3486556,Constituir y regular un Fondo en Administración denominado FONDO EN ADMINISTRACIÓN ICETEX - ARN 2022; con los recursos girados por la ARN al ICETEX quien actuará como administrador - mandatario; destinados a financiar créditos educativos condonables y capacitación para los empleados de la Entidad; d,1,SUFICIENTE,1,SUFICIENTE,0.054098696,0.9459013,0.9459013,True
CO1.PCCNTR.8608629,PRESTACIÓN DE SERVICIOS PROFESIONALES Y DE APOYO A LA GESTIÓN POR MODALIDAD DE EVENTO COMO INGENIERO DE SISTEMAS PARA EL DESARROLLO DE HERRAMIENTAS PARA EL MÓDULO DE PROMOCIÓN Y PREVENCIÓN: (CUESTIONARIO DE SÍNTOMAS PARA NIÑOS (RQC); SELF-REPORT QUESTIONNAIRE/SRQ); TEST AUDIT (ALCOHOL USE SISORDERS,1,SUFICIENTE,1,SUFICIENTE,0.09146322,0.90853673,0.90853673,True
CO1.PCCNTR.4361246,(a) Las condiciones para la contratación de servicio de Transporte Terrestre Automotor Especial de Pasajeros al amparo del Acuerdo Marco; (b) Las condiciones bajo las cuales las cuales las Entidades Compradoras se vinculan al Acuerdo Marco y adquieren el servicio de Transporte Terrestre Automotor Es,1,SUFICIENTE,1,SUFICIENTE,0.018959863,0.9810401,0.9810401,True
CO1.PCCNTR.1874105,Suministro de reactivos y elementos de laboratorio indispensables para realizar las actividades científicas y tecnológicas que garantizan el cumplimiento misional en el marco de los diferentes proyectos en salud pública.,1,SUFICIENTE,1,SUFICIENTE,0.102889135,0.8971108,0.8971108,True
CO1.PCCNTR.5837584,Prestar servicios profesionales para apoyar la gestión de Vigilancia y Control y demás actuaciones fiscales que realice la Dirección Sector Servicios Públicos; de la Contraloría de Bogotá D.C. En el marco del proyecto de inversión 7627; meta 7.,0,REQUIERE_REVISION,1,SUFICIENTE,0.33133605,0.668664,0.668664,False
CO1.PCCNTR.3416239,Prestación de servicios profesionales especializados para la asesoría y apoyo a la Oficina de Control Interno Disciplinario de la Defensoría del Pueblo en la proyección de conceptos jurídicos y en la tramitación; seguimiento e impulso de los procesos y demás de actividades que se adelanten en la dep,1,SUFICIENTE,1,SUFICIENTE,0.0607519,0.9392481,0.9392481,True
CO1.PCCNTR.3909154,PRESTAR LOS SERVICIOS COMO PROFESIONAL EN ADMINISTRACION PUBLICA PARA APOYAR LOS PROCESOS QUE SE GENEREN EN LA SUBDIRECCION DE AUTORIDAD AMBIENTAL DE LA CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER. CAS,0,REQUIERE_REVISION,0,REQUIERE_REVISION,0.64360934,0.35639066,0.64360934,True
CO1.PCCNTR.8559006,LA CONTRATACIÓN DE UN AUXILIAR EN SERVICIOS FARMACÉUTICOS PARA BRINDAR APOYO A LA ESE CENTRO DE SALUD CON CAMA DE ARROYOHONDO EN LA REALIZACIÓN DE LAS ACTIVIDADES TÉCNICO-ASISTENCIALES DEL ÁREA DE FARMACIA.,1,SUFICIENTE,1,SUFICIENTE,0.22970796,0.77029204,0.77029204,True
CO1.PCCNTR.7519332,PRESTAR SUS SERVICIOS PROFESIONALES APOYANDO LA GESTIÓN EN LA UNIDAD DE PRESUPUESTO DE LA DIRECCIÓN DE ADMINISTRACIÓN Y GESTIÓN FINANCIERA DE LA ALCALDÍA DISTRITAL DE BUENAVENTURA.,0,REQUIERE_REVISION,0,REQUIERE_REVISION,0.87445295,0.12554705,0.87445295,True
CO1.PCCNTR.8267704,PRESTACIÓN DE SERVICIOS DE FORMA AUTÓNOMA E INDEPENDIENTE; POR PARTE DEL CONTRATISTA A FAVOR DE LA SECRETARÍA DE EDUCACIÓN; CULTURA Y DEPORTE; EN EL DESARROLLO DE ACTIVIDADES CONFORME A LA ESTRATEGIA DE GOBIERNO EN LÍNEA; OFERTA TIC; SOPORTE Y MANTENIMIENTO TÉCNICO DEL SOFTWARE Y HARDWARE DE LOS EQ,1,SUFICIENTE,1,SUFICIENTE,0.15046519,0.84953475,0.84953475,True
CO1.PCCNTR.4246245,Prestar los servicios para la atención a la primera infancia en los hogares comunitarios de bienestar HCB tradicional; de conformidad con el manual operativo de la modalidad comunitaria; el lineamiento técnico para la atención a la primera infancia y las directrices establecidas por el ICBF; en armo,1,SUFICIENTE,1,SUFICIENTE,0.065904796,0.93409514,0.93409514,True
CO1.PCCNTR.2637917,CONTRATO DE TRANSACCIÓN CON LA IPS SOCIEDAD DE NEUROCIENCIAS E IMÁGENES DIAGNOSTICAS NEUROIMAGENES S.A. PARA EL SANEAMIENTO DEFINITIVO DE LAS CUENTAS DE SERVICIOS Y TECNOLOGÍAS NO FINANCIADAS CON LA UPC DEL RÉGIMEN SUBSIDIADO EN EL MARCO DEL ARTÍCULO 238 DE LA LEY 1955 DE 2019 Y NORMAS QUE LO REGLAM,1,SUFICIENTE,1,SUFICIENTE,0.18155324,0.81844676,0.81844676,True
CO1.PCCNTR.6448318,CONTRATAR EN NOMBRE DE LA NACIÓN CONSEJO SUPERIOR DE LA JUDICATURA - DIRECCIÓN EJECUTIVA SECCIONAL DE ADMINISTRACIÓN JUDICIAL DE VALLEDUPAR; LA CONSULTORÍA DE ESTUDIOS TÉCNICOS Y DISEÑOS DEL PROYECTO DE INFRAESTRUCTURA ELÉCTRICA Y DE COMUNICACIONES DEL EDIFICIO ANTIGUO TELECOM; EN EL MUNICIPIO DE V,1,SUFICIENTE,1,SUFICIENTE,0.1229438,0.87705624,0.87705624,True
CO1.PCCNTR.2836916,Prestar los servicios profesionales de carácter temporal como instructor; para la gestión del desarrollo curricular y la ejecución de acciones de formación titulada; complementaria y virtual en la red Logistica y Gestión de la Producción - Area tematica: Seguridad y Salud en el Trabajo -Trabajo,1,SUFICIENTE,1,SUFICIENTE,0.16762705,0.83237296,0.83237296,True
CO1.PCCNTR.1787347,Prestar los servicios Profesionales como Economista en la Secretaría de Desarrollo Económico y Competitividad Subsecretaría de Emprendimiento y Desarrollo Empresarial prestando apoyo en los diferentes procesos ligados al proyecto Fortalecimiento del emprendimiento y desarrollo empresarial a tra,0,REQUIERE_REVISION,0,REQUIERE_REVISION,0.67522943,0.32477057,0.67522943,True
CO1.PCCNTR.5650106,INTERVENTORIA TECNICA; ADMINISTRATIVA; FINANCIERA Y AMBIENTAL PARA EL MEJORAMIENTO Y MANTENIMIENTO DE LAS VIAS RURALES EN LOS MUNICIPIOS DE VIOTA Y ANAPOIMA DEL DEPARTAMENTO DE CUNDINAMARCA DEL PROGRAMA CAMINOS COMUNITARIOS DE LA PAZ TOTAL,1,SUFICIENTE,1,SUFICIENTE,0.19659473,0.8034052,0.8034052,True
CO1.PCCNTR.4276150,SERVICIO DE ARRENDAMIENTO SEDE MINTRABAJO INSPECCION DE ORITO PUTUMAYO 01-DIC-2022 A 31-NOV-2023,1,SUFICIENTE,1,SUFICIENTE,0.06489012,0.9351099,0.9351099,True
CO1.PCCNTR.5952360,PRESTACIÓN DE SERVICIOS PROFESIONALES EN LA DIVISIÓN DE IMPUESTOS DE LA SECRETARIA DE HACIENDA DISTRITAL; EN EL MARCO DEL PROYECTO DE INVERSION IMPLEMENTACION DE ESTRATEGIAS PARA EL MEJORAMIENTO Y SOSTENIBILIDAD DE LAS FINANZAS EN EL DISTRITO DE CARTAGENA DE INDIAS,0,REQUIERE_REVISION,1,SUFICIENTE,0.22854368,0.77145636,0.77145636,False
CO1.PCCNTR.8538929,Aunar esfuerzos económicos; técnicos y administrativos entre el Departamento de Nariño y el Municipio de Ricaurte (N); para contribuir a la rehabilitación de viviendas en el sector rural del municipio de Ricaurte (N); que resultaron afectadas por eventos concatenados a las últimas temporadas de lluv,1,SUFICIENTE,1,SUFICIENTE,0.007815888,0.9921841,0.9921841,True
CO1.PCCNTR.625102,Realizar la auditoría y revisión total e integral de la información recibida por parte del mandatario de la extinta Fundación San Juan del Dios  Hospital San Juan de Dios e Instituto materno Infantil liquidados; que permitan al Ministerio realizar los pagos en cumplimiento de la Sentencia SU-484/08,1,SUFICIENTE,1,SUFICIENTE,0.18075651,0.81924355,0.81924355,True
CO1.PCCNTR.8004833,ELABORACIÓN DEL ESTUDIO TÉCNICO DE REFERENCIA DE LA PRESTACIÓN DEL SERVICIO DE ALUMBRADO PÚBLICO DEL MUNICIPIO DE MACEO - ANTIOQUIA; A PARTIR DE LOS COMPONENTES TÉCNICO; REGULATORIO; FINANCIERO Y AMBIENTAL; DANDO CUMPLIMIENTO A LA LEY 1819-2016 Y DECRETO 943-2018,1,SUFICIENTE,1,SUFICIENTE,0.0640069,0.93599313,0.93599313,True
CO1.PCCNTR.7778829,REALIZAR LA INTERVENTORÍA INTEGRAL; LA CUAL EFECTUARÁ EL SEGUIMIENTO DE LOS ASPECTOS CONTRACTUALES; TÉCNICOS; ADMINISTRATIVOS; FINANCIEROS; SOCIALES Y AMBIENTALES AL CONTRATO DE OBRA CUYO OBJETO ES: CONSTRUCCIÓN CELDA DISPOSICIÓN FINAL RELLENO SANITARIO EL CAIRO; MUNICIPIO DE SAN JOSÉ DEL FRAGUA.,1,SUFICIENTE,1,SUFICIENTE,0.06596493,0.93403506,0.93403506,True
CO1.PCCNTR.9629115,PRESTAR SERVICIOS TÉCNICOS COMO AUXILIAR DE ENFERMERÍA PARA LA EJECUCIÓN DE ACTIVIDADES INHERENTES A LA OPERACIÓN DE LA ESTRATEGIA DE ATENCIÓN PRIMARIA EN SALUD SEGÚN RESOLUCIÓN 1010 DE 2025; EXPEDIDA POR EL MINISTERIO DE SALUD Y PROTECCION SOCIAL PARA EL MUNICIPIO DE GUADUAS EN AREA URBANA,0,REQUIERE_REVISION,1,SUFICIENTE,0.49015933,0.50984067,0.50984067,False
CO1.PCCNTR.5041424,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN EN LA SUBDIRECCION JURIDICA CONSISTENTE EN LA REVISIÓN; ORGANIZACIÓN Y FOLIACIÓN DEL ARCHIVO DE LA OFICINA JURIDICA DE ACUERDO A LA TABLA DE RETENCIÓN DOCUMENTAL Y EN CONCORDANCIA CON EL SISTEMA DE GESTION INTEGRAL DE CALIDAD,1,SUFICIENTE,1,SUFICIENTE,0.27835485,0.7216451,0.7216451,True
CO1.PCCNTR.2564743,El objeto del Acuerdo Marco es establecer: (i) las condiciones para la contratación del suministro de elementos de Material Pedagógico al amparo del Acuerdo Marco de Precios y la entrega de los mismos por parte de los Proveedores; (ii) las condiciones en las cuales las Entidades Compradoras se vincu,1,SUFICIENTE,1,SUFICIENTE,0.0072047687,0.99279517,0.99279517,True
CO1.PCCNTR.9176570,Prestar servicios profesionales para el cumplimiento de los objetivos misionales y/o metas relacionadas con comunidades étnicas contenidos en los proyectos de inversión 2026; de conformidad con las funciones asignadas a la Dirección de Asuntos Étnicos,0,REQUIERE_REVISION,1,SUFICIENTE,0.099382766,0.9006172,0.9006172,False
CO1.PCCNTR.2672175,Prestación de servicios de apoyo a la gestión a la Secretaría de Medio Ambiente de Jamundí; para la medición e identificación del uso del suelo de los predios candidatos a ser parte del esquema de Pagos por Servicios Ambientales del municipio y apoyando la caracterización de las familias; en el marc,1,SUFICIENTE,1,SUFICIENTE,0.08347853,0.9165215,0.9165215,True
CO1.PCCNTR.1791911,El arrendador se obliga para con la FISCALIA GENERAL DE LA NACION - SUBDIRECCION REGIONAL DE APOYO EJE CAFETERO; entregar en calidad de arrendamiento el inmueble ubicado en la Carrera 13 N° 16-26 de la ciudad de Armenia Quindío para el funcionamiento de la Entidad. PARÁGRAFO: El área del inmueble co,1,SUFICIENTE,1,SUFICIENTE,0.2962978,0.7037022,0.7037022,True
CO1.PCCNTR.2744752,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO PSICOLOGO EN LA COMISARIA DE FAMILIA DE QUIMBAYA; PARA EL RESTABLECIMIENTO DE DERECHOS DE LOS NIÑOS; NIÑAS Y ADOLESCENTES.,0,REQUIERE_REVISION,1,SUFICIENTE,0.19413854,0.8058614,0.8058614,False
CO1.PCCNTR.1254421,PRESTAR SEVICIOS PROFESIONALES Y DE APOYO A LA GESTIÓN ADMINISTRATIVA Y CONTRACTUAL PROPIA DE LA SECRETARÍA GENERAL Y SUS GRUPOS INTERNOS DE TRABAJO; ASÍ COMO EL APOYO A LA SUPERVISIÓN DE LOS CONTRATOS QUE LE SEAN ASIGNADOS,1,SUFICIENTE,1,SUFICIENTE,0.39171857,0.6082814,0.6082814,True
CO1.PCCNTR.7936179,SUMINISTRO DE PRENDAS PARA LA DOTACIÓN DEL PERSONAL DE LA PERSONERÍA MUNICIPAL DE SARAVENA,1,SUFICIENTE,1,SUFICIENTE,0.31179345,0.68820655,0.68820655,True
CO1.PCCNTR.5026480,AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS Y FINANCIEROS PARA EL MEJORAMIENTO DE LA VÍA QUE COMUNICA DE LA VEREDA CONCUBITA A LA VEREDA SALITRE SECTOR LA REFORMA DEL MUNICIPIO DE SUTATAUSA DEL DEPARTAMENTO DE CUNDINAMARCA.,1,SUFICIENTE,1,SUFICIENTE,0.073963374,0.9260366,0.9260366,True
CO1.PCCNTR.4630024,Prestar servicios profesionales de apoyo a la gestión por sus propios medios con plena autonomía técnica; administrativa y financiera para coordinar la gestión editorial e indexación de la Revista Colombiana de Antropología para la vigencia 2023.,1,SUFICIENTE,1,SUFICIENTE,0.0763388,0.92366123,0.92366123,True
CO1.PCCNTR.9668338,Interventoría al suministro e instalación de cicloparqueaderos y obras complementarias,1,SUFICIENTE,1,SUFICIENTE,0.00689046,0.9931096,0.9931096,True
CO1.PCCNTR.6442722,PRESTACIÓN DE SERVICIOS COMO TÉCNICO AUXILIAR DE ENFERMERÍA EN EL ÁREA ASISTENCIAL; DENTRO DE LOS DIFERENTES PROCESOS Y PROCEDIMIENTOS DE LA EMPRESA SOCIAL DEL ESTADO REGIÓN DE SALUD SOACHA DE ACUERDO AL REQUERIMIENTO INSTITUCIONAL.,0,REQUIERE_REVISION,0,REQUIERE_REVISION,0.7947835,0.20521656,0.7947835,True
CO1.PCCNTR.2731036,PRESTAR POR SUS PROPIOS MEDIOS Y AUTONOMÍA ADMINISTRATIVA LOS SERVICIOS PROFESIONALES DE APOYO PARA EL FORTALECIMIENTO DEL LIDERAZGO ESCOLAR Y LA CONTRIBUCIÓN A LAS PRÁCTICAS; LA REFLEXIÓN; LA INVESTIGACIÓN Y LA ARTICULACIÓN DE LAS INSTITUCIONES EDUCATIVAS OFICIALES DE CALI (IEO); EN EL MARCO DEL CO,1,SUFICIENTE,1,SUFICIENTE,0.1435475,0.8564525,0.8564525,True
CO1.PCCNTR.5079184,Prestación de servicios para el apoyo en la gestión en las actividades relacionadas con la expedición de Guías Sanitarias de Movilización Interna (GSMI); registro de información y atención de usuarios en la Seccional Putumayo.,1,SUFICIENTE,1,SUFICIENTE,0.11235639,0.88764364,0.88764364,True
